/Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/center_2020_03_23_16_38_13_417.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/left_2020_03_23_16_38_13_417.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/right_2020_03_23_16_38_13_417.jpg, 0, 0, 0, 8.225802E-05
/Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/center_2020_03_23_16_38_13_534.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/left_2020_03_23_16_38_13_534.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/right_2020_03_23_16_38_13_534.jpg, 0, 0, 0, 7.796199E-05
/Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/center_2020_03_23_16_38_13_647.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/left_2020_03_23_16_38_13_647.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/right_2020_03_23_16_38_13_647.jpg, 0, 0, 0, 7.812295E-05
/Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/center_2020_03_23_16_38_13_755.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/left_2020_03_23_16_38_13_755.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/right_2020_03_23_16_38_13_755.jpg, 0, 0, 0, 7.784715E-05
/Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/center_2020_03_23_16_38_13_868.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/left_2020_03_23_16_38_13_868.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/right_2020_03_23_16_38_13_868.jpg, 0, 0, 0, 7.81143E-05
/Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/center_2020_03_23_16_38_13_981.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/left_2020_03_23_16_38_13_981.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/right_2020_03_23_16_38_13_981.jpg, 0, 0, 0, 7.939385E-05
/Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/center_2020_03_23_16_38_14_093.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/left_2020_03_23_16_38_14_093.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/right_2020_03_23_16_38_14_093.jpg, 0, 0, 0, 7.784979E-05
/Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/center_2020_03_23_16_38_14_210.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/left_2020_03_23_16_38_14_210.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/right_2020_03_23_16_38_14_210.jpg, 0, 0, 0, 7.994817E-05
/Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/center_2020_03_23_16_38_14_313.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/left_2020_03_23_16_38_14_313.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/right_2020_03_23_16_38_14_313.jpg, 0, 0, 0, 7.77581E-05
/Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/center_2020_03_23_16_38_14_423.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/left_2020_03_23_16_38_14_423.jpg, /Users/soung/Workspace/Lecture/Udemy/Autonomous-Car/IMG/right_2020_03_23_16_38_14_423.jpg, 0, 0, 0, 7.79485E-05
